This list contains all games supported by FB Alpha.

8159 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| mshvsfb	|  	| Marvel Super Heroes vs Street Fighter (970827 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| 					|
| mshvsfu	|  	| Marvel Super Heroes vs Street Fighter (970827 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					|
| mvscur1	|  	| Marvel vs Capcom - clash of super heroes (971222 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscar1	|  	| Marvel vs Capcom - clash of super heroes (980112 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Euro)| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscjr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Japan| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvsca		|  	| Marvel vs Capcom - clash of super heroes (980123 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscb		|  	| Marvel vs Capcom - clash of super heroes (980123 Brazi| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvsc		|  	| Marvel vs Capcom - clash of super heroes (980123 Euro)| 		| 1998	| Capcom	| CPS2		| 					|
| mvsch		|  	| Marvel vs Capcom - clash of super heroes (980123 Hispa| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscj		|  	| Marvel vs Capcom - clash of super heroes (980123 Japan| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscjsing	|  	| Marvel vs Capcom - clash of super heroes (980123 Japan| mvsc		| 1998	| Capcom	| CPS2		| 					|
| mvscud	|  	| Marvel vs Capcom - clash of super heroes (980123 USA P| mvsc		| 1998	| bootleg	| CPS2		| 					|
| mvscu		|  	| Marvel vs Capcom - clash of super heroes (980123 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					|
| marvins	|  	| Marvin's Maze						| 		| 1983	| SNK		| Miscellaneous	| 					|
| md_franken	|  	| Mary Shelley's Frankenstein (USA)			| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| masao		|  	| Masao							| mario		| 1983	| bootleg	| Miscellaneous	| 					|
| md_masiaka	|  	| Masiaka (Demo)					| 		| 2017	| 2017 Resistanc| Sega Megadrive| 					|
| kamenrid	|  	| Masked Riders Club Battle Race			| 		| 1993	| Banpresto / To| Seta		| 					|
| mastboyo	|  	| Master Boy (1987, Z80 hardware)			| 		| 1987	| Gaelco (Coviel| Miscellaneous	| 					|
| md_mastermj	|  	| Master of Monsters (Jpn)				| md_masterm	| 1991	| Toshiba EMI	| Sega Megadrive| 					|
| md_masterm	|  	| Master of Monsters (USA)				| 		| 1991	| Renovation	| Sega Megadrive| 					|
| masterwj	|  	| Master of Weapon (Japan)				| masterw	| 1989	| Taito Corporat| Taito B System| Imperfect graphics			|
| md_mweapon	|  	| Master of Weapon (Jpn)				| 		| 1991	| Taito		| Sega Megadrive| 					|
| masterwu	|  	| Master of Weapon (US)					| masterw	| 1989	| Taito America | Taito B System| Imperfect graphics			|
| masterw	|  	| Master of Weapon (World)				| 		| 1989	| Taito Corporat| Taito B System| Imperfect graphics			|
| matchit2	|  	| Match It II						| 		| 1993	| Tamtex	| Irem M90	| 					|
| md_maten	|  	| Maten no Soumetsu (Jpn)				| 		| 1993	| Kodansha	| Sega Megadrive| 					|
| md_mathblst	|  	| Math Blaster - Episode 1 (USA)			| 		| 1994	| Davidson & Ass| Sega Megadrive| 					|
| matrimbl	|  	| Matrimelee / Shin Gouketsuji Ichizoku Toukon (bootleg)| matrim	| 2002	| bootleg	| Neo Geo MVS	| 					|
| matrim	|  	| Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660| 		| 2002	| Noise Factory | Neo Geo MVS	| 					|
| mofflott	|  	| Maze of Flott (Japan)					| 		| 1989	| Taito Corporat| Taito Misc	| 					|
| md_mazinsaga	|  	| Mazin Saga (Asia)					| md_mazinwar	| 1993	| Sega		| Sega Megadrive| 					|
| md_mazinsagj	|  	| Mazin Saga (Jpn, Kor)					| md_mazinwar	| 1993	| Sega		| Sega Megadrive| 					|
| md_mazinsagu	|  	| Mazin Saga (USA)					| md_mazinwar	| 1993	| Vic Tokai	| Sega Megadrive| 					|
| md_mazinwar	|  	| Mazin Wars (Euro)					| 		| 1993	| Sega		| Sega Megadrive| 					|
| mazingerj	|  	| Mazinger Z (Japan, ver. 94/06/27)			| mazinger	| 1994	| Banpresto / Dy| Cave		| 					|
| mazinger	|  	| Mazinger Z (World, ver. 94/06/27)			| 		| 1994	| Banpresto / Dy| Cave		| 					|
| md_mcdonald	|  	| McDonald's Treasure Land Adventure (Euro)		| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_mcdonaldj	|  	| McDonald's Treasure Land Adventure (Jpn)		| md_mcdonald	| 1993	| Sega		| Sega Megadrive| 					|
| md_mcdonaldjp	|  	| McDonald's Treasure Land Adventure (Jpn, Prototype)	| md_mcdonald	| 1993	| Sega		| Sega Megadrive| 					|
| md_mcdonaldu	|  	| McDonald's Treasure Land Adventure (USA)		| md_mcdonald	| 1993	| Sega		| Sega Megadrive| 					|
| mechattj	|  	| Mechanized Attack (Japan)				| mechatt	| 1989	| SNK		| Miscellaneous	| 					|
| mechattu	|  	| Mechanized Attack (US)				| mechatt	| 1989	| SNK		| Miscellaneous	| 					|
| mechattu1	|  	| Mechanized Attack (US, Version 1, Single Player)	| mechatt	| 1989	| SNK		| Miscellaneous	| 					|
| mechatt	|  	| Mechanized Attack (World)				| 		| 1989	| SNK		| Miscellaneous	| 					|
| md_medalc	|  	| Medal City (Jpn, SegaNet)				| 		| 1991	| Sega		| Sega Megadrive| 					|
| md_meganser	|  	| Mega Anser (Jpn)					| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| megablstj	|  	| Mega Blast (Japan)					| megablst	| 1989	| Taito Corporat| Taito F2	| 					|
| megablstu	|  	| Mega Blast (US)					| megablst	| 1989	| Taito America | Taito F2	| 					|
| megablst	|  	| Mega Blast (World)					| 		| 1989	| Taito Corporat| Taito F2	| 					|
| md_megabomb	|  	| Mega Bomberman (Euro, Kor)				| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_megabombu	|  	| Mega Bomberman (USA)					| md_megabomb	| 1994	| Sega		| Sega Megadrive| 					|
| md_megabm8	|  	| Mega Bomberman - 8 Player Demo			| 		| 199?	| <unlicensed>	| Sega Megadrive| 					|
| md_cperils	|  	| Mega Cheril Perils					| 		| 2016	| 2016 The Mojon| Sega Megadrive| 					|
| md_megaga10	|  	| Mega Games 10 (Bra)					| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| md_megaga2	|  	| Mega Games 2 (Euro)					| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_megaga3	|  	| Mega Games 3 (Euro, Asia)				| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_megaga61	|  	| Mega Games 6 Vol. 1 (Euro)				| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_megaga62	|  	| Mega Games 6 Vol. 2 (Euro)				| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_megaga63	|  	| Mega Games 6 Vol. 3 (Euro)				| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_megaga1	|  	| Mega Games I (Euro)					| 		| 1992	| Sega		| Sega Megadrive| 					|
| mmancp2ur1	|  	| Mega Man - The Power Battle (950926 USA, SAMPLE Versio| megaman	| 1995	| Capcom	| CPS2		| 					|
| megamana	|  	| Mega Man - the power battle (951006 Asia)		| megaman	| 1995	| Capcom	| CPS1		| 					|
| megaman	|  	| Mega Man - the power battle (951006 USA)		| 		| 1995	| Capcom	| CPS1		| 					|
| mmancp2u	|  	| Mega Man - The Power Battle (951006 USA, SAMPLE Versio| megaman	| 1995	| Capcom	| CPS2		| 					|
| md_megaman	|  	| Mega Man - The Wily Wars (Euro)			| 		| 1994	| Capcom	| Sega Megadrive| 					|
| megaman2a	|  	| Mega Man 2 - the power fighters (960708 Asia)		| megaman2	| 1996	| Capcom	| CPS2		| 					|
| megamn2d	|  	| Mega Man 2 - the power fighters (960708 USA Phoenix Ed| megaman2	| 1996	| bootleg	| CPS2		| 					|
| megaman2	|  	| Mega Man 2 - the power fighters (960708 USA)		| 		| 1996	| Capcom	| CPS2		| 					|
| megaman2h	|  	| Mega Man 2 - the power fighters (960712 Hispanic)	| megaman2	| 1996	| Capcom	| CPS2		| 					|
| md_megaqbert11|  	| Mega Q-Bert (v1.1)					| 		| 2016	| 2016 Jaklub	| Sega Megadrive| 					|
| md_megaswiv	|  	| Mega SWIV (Euro)					| 		| 1994	| Time Warner In| Sega Megadrive| 					|
| md_megaswivb	|  	| Mega SWIV (Euro, Pirate)				| md_megaswiv	| 1994	| Time Warner In| Sega Megadrive| 					|
| md_megaturr	|  	| Mega Turrican (Euro)					| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_megaturru	|  	| Mega Turrican (USA)					| md_megaturr	| 1994	| Data East	| Sega Megadrive| 					|
| mtwins	|  	| Mega Twins (chiki chiki boys 900619 etc)		| 		| 1990	| Capcom	| CPS1		| 					|
| megazoneh	|  	| Mega Zone (program code H)				| megazone	| 1983	| Konami (Kosuka| GX319		| 					|
| megazonei	|  	| Mega Zone (program code I)				| megazone	| 1983	| Konami	| GX319		| 					|
| megazonej	|  	| Mega Zone (program code J)				| megazone	| 1983	| Konami (Interl| GX319		| 					|
| megazone	|  	| Mega Zone (program code L)				| 		| 1983	| Konami	| GX319		| 					|
| megazonea	|  	| Mega Zone (unknown program code 1)			| megazone	| 1983	| Konami (Interl| GX319		| 					|
| megazoneb	|  	| Mega Zone (unknown program code 2)			| megazone	| 1983	| Konami	| GX319		| 					|
| md_megalo1	|  	| Mega-Lo-Mania (Euro)					| md_megalo	| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_megalo	|  	| Mega-Lo-Mania (Euro, v1.1)				| 		| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_megalof	|  	| Mega-Lo-Mania (Fra)					| md_megalo	| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_megaloj	|  	| Mega-Lo-Mania (Jpn)					| md_megalo	| 1993	| CRI		| Sega Megadrive| 					|
| megadon	|  	| Megadon						| 		| 1982	| Epos Corporati| EPOS Tristar	| 					|
| md_megamind	|  	| MegaMind (Jpn, SegaNet)				| 		| 1991	| Sega		| Sega Megadrive| 					|
| md_meganet	|  	| MegaNet (Bra)						| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| md_megapanl	|  	| MegaPanel (Jpn)					| 		| 1990	| Namcot	| Sega Megadrive| 					|
| md_megatrax	|  	| MegaTrax (Jpn)					| md_quadchal	| 1991	| Namcot	| Sega Megadrive| 					|
| meijinsn	|  	| Meijinsen						| 		| 1986	| SNK Electronic| Miscellaneous	| 					|
| kikcubic	|  	| Meikyu Jima (Japan)					| 		| 1988	| Irem		| Miscellaneous	| 					|
| meikyuh	|  	| Meikyuu Hunter G (Japan, set 1)			| ghostb	| 1987	| Data East Corp| DEC8		| 					|
| meikyuha	|  	| Meikyuu Hunter G (Japan, set 2)			| ghostb	| 1987	| Data East Corp| DEC8		| 					|
| myqbert	|  	| Mello Yello Q*bert					| qbert		| 1982	| Gottlieb	| Miscellaneous	| 					|
| md_menacer	|  	| Menacer 6-Game Cartridge (Euro, USA)			| 		| 1992	| Sega		| Sega Megadrive| 					|
| md_menghu	|  	| Meng Huan Shui Guo Pan - 777 Casino (Chi)		| 		| 199?	| <unlicensed>	| Sega Megadrive| 					|
| meosism	|  	| Meosis Magic (Japan)					| 		| 1996?	| Sammy		| SSV		| 					|
| mercenario	|  	| Mercenario (Commando bootleg)				| commando	| 1985	| bootleg	| Miscellaneous	| 					|
| mercs		|  	| Mercs (900302 etc)					| 		| 1990	| Capcom	| CPS1		| 					|
| mercsur1	|  	| Mercs (900302 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					|
| mercsu	|  	| Mercs (900608 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					|
| md_mercs	|  	| Mercs (Euro, USA) ~ Senjou no Ookami II (Jpn)		| 		| 1991	| Sega		| Sega Megadrive| 					|
| merlinmm	|  	| Merlins Money Maze					| 		| 1986	| Zilec-Zenitone| Miscellaneous	| 					|
| pce_mesopot	|  	| Mesopotamia						| 		| 1991	| Atlus		| PC Engine	| 					|
| metafox	|  	| Meta Fox						| 		| 1989	| Seta		| Seta		| 					|
| metalbj	|  	| Metal Black (Japan)					| metalb	| 1991	| Taito Corporat| Taito F2	| 					|
| metalb	|  	| Metal Black (World)					| 		| 1991	| Taito Corporat| Taito F2	| 					|
| metlclsh	|  	| Metal Clash (Japan)					| 		| 1985	| Data East	| Miscellaneous	| 					|
| md_metalfng	|  	| Metal Fangs (Jpn)					| 		| 1993	| Victor Interac| Sega Megadrive| 					|
| metlfrzr	|  	| Metal Freezer						| 		| 1989	| Seibu		| Miscellaneous	| 					|
| md_mgs	|  	| Metal Gear Solid (Rus)				| md_crkdown	| 199?	| Glorysun	| Sega Megadrive| 					|
| metlhawkj	|  	| Metal Hawk (Japan, Rev F)				| metlhawk	| 1988	| Namco		| System 2	| 					|
| metlhawk	|  	| Metal Hawk (Rev C)					| 		| 1988	| Namco		| System 2	| 					|
| metlsavr	|  	| Metal Saver						| 		| 1994	| First Amusemen| Miscellaneous	| 					|
| mslug		|  	| Metal Slug - Super Vehicle-001			| 		| 1996	| Nazca		| Neo Geo MVS	| 					|
| mslug2	|  	| Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-24| 		| 1998	| SNK		| Neo Geo MVS	| 					|
| mslug2t	|  	| Metal Slug 2 Turbo (NGM-9410)				| mslug2	| 2015	| Hack		| Neo Geo MVS	| 					|
| mslug3h	|  	| Metal Slug 3 (NGH-2560)				| mslug3	| 2000	| SNK		| Neo Geo MVS	| 					|
| mslug3v	|  	| Metal Slug 3 (NGH-2560) (Enhanced Violence Version hac| mslug3	| 2012	| SNK		| Neo Geo MVS	| 					|
| mslug3	|  	| Metal Slug 3 (NGM-2560)				| 		| 2000	| SNK		| Neo Geo MVS	| 					|
| mslug4h	|  	| Metal Slug 4 (NGH-2630)				| mslug4	| 2002	| Mega		| Neo Geo MVS	| 					|
| mslug4	|  	| Metal Slug 4 (NGM-2630)				| 		| 2002	| Mega		| Neo Geo MVS	| 					|
| ms4plus	|  	| Metal Slug 4 Plus (bootleg)				| mslug4	| 2002	| bootleg	| Neo Geo MVS	| 					|
| mslug5b	|  	| Metal Slug 5 (bootleg)				| mslug5	| 2003	| bootleg	| Neo Geo MVS	| 					|
| ms5pcb	|  	| Metal Slug 5 (JAMMA PCB)				| 		| 2003	| SNK Playmore	| Neo Geo MVS	| 					|
| mslug5h	|  	| Metal Slug 5 (NGH-2680)				| mslug5	| 2003	| SNK Playmore	| Neo Geo MVS	| 					|
| mslug5	|  	| Metal Slug 5 (NGM-2680)				| 		| 2003	| SNK Playmore	| Neo Geo MVS	| 					|
| mslug5w	|  	| Metal Slug 5 (W)					| mslug5	| 2003	| C.B		| Miscellaneous	| 					|
| ms5plus	|  	| Metal Slug 5 Plus (bootleg)				| mslug5	| 2003	| bootleg	| Neo Geo MVS	| 					|
| mslug3b6	|  	| Metal Slug 6 (Metal Slug 3 bootleg)			| mslug3	| 2000	| bootleg	| Neo Geo MVS	| 					|
| mslugx	|  	| Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500)	| 		| 1999	| SNK		| Neo Geo MVS	| 					|
| msisaac	|  	| Metal Soldier Isaac II				| 		| 1985	| Taito Corporat| Miscellaneous	| 					|
| md_msonichd	|  	| Metal Sonic Hyperdrive (Hack V4.2)			| md_sonic	| 2014	| 2014 Darkon	| Sega Megadrive| 					|
| pce_metlstok	|  	| Metal Stoker						| 		| 1991	| Face		| PC Engine	| 					|
| metmqstr	|  	| Metamoqester (International)				| 		| 1995	| Banpresto / Pa| Cave		| 					|
| metamrpha	|  	| Metamorphic Force (ver AAA)				| metamrph	| 1993	| Konami	| GX224		| 					|
| metamrphe	|  	| Metamorphic Force (ver EAA - alternate)		| metamrph	| 1993	| Konami	| GX224		| 					|
| metamrph	|  	| Metamorphic Force (ver EAA)				| 		| 1993	| Konami	| GX224		| 					|
| metamrphj	|  	| Metamorphic Force (ver JAA)				| metamrph	| 1993	| Konami	| GX224		| 					|
| metamrphu	|  	| Metamorphic Force (ver UAA)				| metamrph	| 1993	| Konami	| GX224		| 					|
| metrocrs	|  	| Metro-Cross (set 1)					| 		| 1985	| Namco		| Miscellaneous	| 					|
| metrocrsa	|  	| Metro-Cross (set 2)					| metrocrs	| 1985	| Namco		| Miscellaneous	| 					|
| mwalkbl2	|  	| Michael Jackson's Moonwalker (bootleg)		| mwalk		| 1990	| bootleg	| System 18	| 					|
| mwalkjd	|  	| Michael Jackson's Moonwalker (Japan) (bootleg of FD109| mwalk		| 1990	| Sega		| System 18	| 					|
| mwalkj	|  	| Michael Jackson's Moonwalker (Japan) (FD1094/8751 317-| mwalk		| 1990	| Sega		| System 18	| 					|
| mwalk		|  	| Michael Jackson's Moonwalker (set 3, World, FD1094/875| 		| 1990	| Sega		| System 18	| 					|
| mwalkud	|  	| Michael Jackson's Moonwalker (US) (bootleg of FD1094/8| mwalk		| 1990	| Sega		| System 18	| 					|
| mwalku	|  	| Michael Jackson's Moonwalker (US) (FD1094/8751 317-015| mwalk		| 1990	| Sega		| System 18	| 					|
| md_mwalk1	|  	| Michael Jackson's Moonwalker (World)			| md_mwalk	| 1990	| Sega		| Sega Megadrive| 					|
| mwalkd	|  	| Michael Jackson's Moonwalker (World) (bootleg of FD109| mwalk		| 1990	| Sega		| System 18	| 					|
| md_mwalk	|  	| Michael Jackson's Moonwalker (World, Rev. A)		| 		| 1990	| Sega		| Sega Megadrive| 					|
| md_mickmack	|  	| Mick & Mack as the Global Gladiators (Euro)		| 		| 1993	| Virgin Games	| Sega Megadrive| 					|
| md_mickmacku	|  	| Mick & Mack as the Global Gladiators (USA)		| md_mickmack	| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_mickmackup	|  	| Mick & Mack as the Global Gladiators (USA, Prototype)	| md_mickmack	| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_mmania	|  	| Mickey Mania - The Timeless Adventures of Mickey Mouse| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_mmaniaj	|  	| Mickey Mania - The Timeless Adventures of Mickey Mouse| md_mmania	| 1995	| Sega		| Sega Megadrive| 					|
| md_mmaniau	|  	| Mickey Mania - The Timeless Adventures of Mickey Mouse| md_mmania	| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_mmaniaup	|  	| Mickey Mania - The Timeless Adventures of Mickey Mouse| md_mmania	| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_mickeyuc	|  	| Mickey's Ultimate Challenge (USA)			| 		| 1994	| Hi Tech Expres| Sega Megadrive| 					|
| md_micromacc	|  	| Micro Machines (Can)					| md_micromac	| 1993	| Codemasters	| Sega Megadrive| 					|
| md_micromac	|  	| Micro Machines (Euro, USA)				| 		| 1993	| Codemasters	| Sega Megadrive| 					|
| md_micromacb	|  	| Micro Machines (Euro, USA, Alt 2)			| md_micromac	| 1993	| Codemasters	| Sega Megadrive| 					|
| md_micromaca	|  	| Micro Machines (Euro, USA, Alt)			| md_micromac	| 1993	| Codemasters	| Sega Megadrive| 					|
| md_micromc2	|  	| Micro Machines 2 - Turbo Tournament (Euro, J-Cart)	| 		| 1994	| Codemasters	| Sega Megadrive| 					|
| md_micromc2a	|  	| Micro Machines 2 - Turbo Tournament (Euro, J-Cart, Alt| md_micromc2	| 1994	| Codemasters	| Sega Megadrive| 					|
| md_micromm	|  	| Micro Machines Military (Euro, J-Cart)		| 		| 1996	| Codemasters	| Sega Megadrive| 					|
| md_microm96a	|  	| Micro Machines Turbo Tournament 96 (Euro, J-Cart)	| md_microm96	| 1995	| Codemasters	| Sega Megadrive| 					|
| md_microm96	|  	| Micro Machines Turbo Tournament 96 (Euro, v1.1, J-Cart| 		| 1995	| Codemasters	| Sega Megadrive| 					|
| midresj	|  	| Midnight Resistance (Japan)				| midres	| 1989	| Data East Corp| DEC0		| 					|
| md_midresj	|  	| Midnight Resistance (Jpn)				| md_midres	| 1991	| Data East	| Sega Megadrive| 					|
| midresu	|  	| Midnight Resistance (US)				| midres	| 1989	| Data East USA	| DEC0		| 					|
| md_midres	|  	| Midnight Resistance (USA)				| 		| 1991	| Sega		| Sega Megadrive| 					|
| midres	|  	| Midnight Resistance (World)				| 		| 1989	| Data East Corp| DEC0		| 					|
| md_mig29	|  	| Mig-29 Fighter Pilot (Euro)				| 		| 1993	| Domark	| Sega Megadrive| 					|
| md_mig29j	|  	| Mig-29 Fighter Pilot (Jpn)				| md_mig29	| 1993	| Tengen	| Sega Megadrive| 					|
| md_mig29u	|  	| Mig-29 Fighter Pilot (USA)				| md_mig29	| 1993	| Domark	| Sega Megadrive| 					|
| md_mightmag	|  	| Might and Magic - Gates to Another World (Euro, USA)	| 		| 1991	| Electronic Art| Sega Megadrive| 					|
| md_mightmg3	|  	| Might and Magic III - Isles of Terra (USA, Prototype)	| 		| 1993	| FCI?		| Sega Megadrive| 					|
| mightguy	|  	| Mighty Guy						| 		| 1986	| Nichibutsu	| Miscellaneous	| Sound issues				|
| mimonkey	|  	| Mighty Monkey						| 		| 198?	| Universal Vide| Galaxian	| 					|
| mimonscr	|  	| Mighty Monkey (bootleg on Scramble hardware)		| mimonkey	| 198?	| bootleg	| Galaxian	| 					|
| mimonsco	|  	| Mighty Monkey (bootleg on Super Cobra hardware)	| mimonkey	| 198?	| bootleg	| Galaxian	| 					|
| mimonscra	|  	| Mighty Monkey (Kaina Games, bootleg on Scramble hardwa| mimonkey	| 198?	| bootleg (Kaina| Galaxian	| 					|
| md_mmpr	|  	| Mighty Morphin Power Rangers (Euro)			| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp6	|  	| Mighty Morphin Power Rangers (Prototype, 19940708)	| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp5	|  	| Mighty Morphin Power Rangers (Prototype, 19940718)	| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp2	|  	| Mighty Morphin Power Rangers (Prototype, 19940809)	| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp1	|  	| Mighty Morphin Power Rangers (Prototype, 19940810)	| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmpru	|  	| Mighty Morphin Power Rangers (USA)			| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp4	|  	| Mighty Morphin Power Rangers (USA, Prototype, 19940804| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprp3	|  	| Mighty Morphin Power Rangers (USA, Prototype, 19940808| md_mmpr	| 1994	| Sega		| Sega Megadrive| 					|
| md_mmprfe	|  	| Mighty Morphin Power Rangers - The Fighting Edition (R| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| md_mmprtm	|  	| Mighty Morphin Power Rangers - The Movie (Euro)	| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_mmprtmu	|  	| Mighty Morphin Power Rangers - The Movie (USA)	| md_mmprtm	| 1995	| Sega		| Sega Megadrive| 					|
| md_mmprtmp4	|  	| Mighty Morphin Power Rangers - The Movie (USA, Prototy| md_mmprtm	| 1995	| Sega		| Sega Megadrive| 					|
| md_mmprtmp3	|  	| Mighty Morphin Power Rangers - The Movie (USA, Prototy| md_mmprtm	| 1995	| Sega		| Sega Megadrive| 					|
| md_mmprtmp2	|  	| Mighty Morphin Power Rangers - The Movie (USA, Prototy| md_mmprtm	| 1995	| Sega		| Sega Megadrive| 					|
| md_mmprtmp1	|  	| Mighty Morphin Power Rangers - The Movie (USA, Prototy| md_mmprtm	| 1995	| Sega		| Sega Megadrive| 					|
| mwarr		|  	| Mighty Warriors					| 		| 199?	| Elettronica Vi| Miscellaneous	| 					|
| mpangr1	|  	| Mighty! Pang (000925 Euro)				| mpang		| 2000	| Mitchell	| CPS2		| 					|
| mpang		|  	| Mighty! Pang (001010 Euro)				| 		| 2000	| Mitchell	| CPS2		| 					|
| mpangu	|  	| Mighty! Pang (001010 USA)				| mpang		| 2000	| Mitchell	| CPS2		| 					|
| mpangjd	|  	| Mighty! Pang (001011 Japan Phoenix Edition)		| mpang		| 2000	| bootleg	| CPS2		| 					|
| mpangj	|  	| Mighty! Pang (001011 Japan)				| mpang		| 2000	| Mitchell	| CPS2		| 					|
| md_ditkapf	|  	| Mike Ditka Power Football (Euro, USA)			| 		| 1991	| Ballistic	| Sega Megadrive| 					|
| md_ditkapf1	|  	| Mike Ditka Power Football (Euro, USA, Alt)		| md_ditkapf	| 1991	| Ballistic	| Sega Megadrive| 					|
| mikie		|  	| Mikie							| 		| 1984	| Konami	| GX469		| 					|
| mikiehs	|  	| Mikie (High School Graffiti)				| mikie		| 1984	| Konami	| GX469		| 					|
| tg_miltrymd	|  	| Military Madness					| 		| 1989	| NEC		| TurboGrafx 16	| 					|
| gtmr2a	|  	| Mille Miglia 2: Great 1000 Miles Rally (95/04/04)	| gtmr2		| 1995	| Kaneko	| Kaneko16	| 					|
| gtmr2		|  	| Mille Miglia 2: Great 1000 Miles Rally (95/05/24)	| 		| 1995	| Kaneko	| Kaneko16	| 					|
| milliped	|  	| Millipede						| 		| 1982	| Atari		| Miscellaneous	| 					|
| minasan	|  	| Minasanno Okagesamadesu! Daisugorokutaikai (MOM-001)(M| 		| 1990	| Monolith Corp.| Neo Geo MVS	| 					|
| md_traysiaj	|  	| Minato no Traysia (Jpn)				| md_traysia	| 1992	| Riot		| Sega Megadrive| 					|
| minefld	|  	| Minefield						| 		| 1983	| Stern		| Galaxian	| 					|
| md_miniplanets|  	| Mini Planets (REV02)					| 		| 2016	| 2016 Sik	| Sega Megadrive| 					|
| minivadr	|  	| Minivader						| 		| 1990	| Taito Corporat| Minivader	| 					|
| mmonkey	|  	| Minky Monkey						| 		| 1982	| Technos Japan | Miscellaneous	| 					|
| md_mfpool	|  	| Minnesota Fats - Pool Legend (USA)			| 		| 1995	| Data East	| Sega Megadrive| 					|
| mirninja	|  	| Mirai Ninja (Japan)					| 		| 1988	| Namco		| System 2	| 					|
| mirax		|  	| Mirax (set 1)						| 		| 1985	| Current Techno| Miscellaneous	| 					|
| miraxa	|  	| Mirax (set 2)						| mirax		| 1985	| Current Techno| Miscellaneous	| 					|
| msbingo	|  	| Miss Bingo						| 		| 1994	| Min Corp.	| Miscellaneous	| 					|
| missmw96	|  	| Miss Mister World '96 (Nude)				| missw96	| 1996	| Comad		| Miscellaneous	| 					|
| mspacmanbgd	|  	| Miss Pukman ('Made in Greece' Datamat bootleg)	| mspacman	| 1992	| bootleg (Datam| Pac-man	| 					|
| mspacmanblt	|  	| Miss Pukman ('Made in Greece' Triunvi bootleg)	| mspacman	| 1991	| bootleg (Triun| Pac-man	| 					|
| mspuzzle	|  	| Miss Puzzle						| 		| 1994	| Min Corp.	| Miscellaneous	| 					|
| mspuzzleg	|  	| Miss Puzzle (Clone of Gumbo)				| gumbo		| 1994	| Min Corp.	| Miscellaneous	| 					|
| mspuzzlen	| D NW	| Miss Puzzle (Nudes)					| mspuzzle	| 1994	| Min Corp.	| Miscellaneous	| 					|
| missw96a	|  	| Miss World '96 (Nude) (set 2)				| missw96	| 1996	| Comad		| Miscellaneous	| 					|
| missw96b	|  	| Miss World '96 (Nude) (set 3)				| missw96	| 1996	| Comad		| Miscellaneous	| 					|
